name,school_type,establishment,education_office,homepage,zipcode,address,address_detail,sido,sigungu,sublocal,departments,track_auto,school_code,phone_principal,phone_academic,phone_admin,phone_career,fax
조일고등학교,특성화고,사립,대구광역시교육청,choil.dge.hs.kr,41123,대구광역시 동구 신덕로 136-11,조일고등학교,대구광역시,동구,신덕로,전자기계과 / 공군부사관과 / 항공기계과 / 컴퓨터디자인과 / 소방안전과 / 뷰티아트과,공업계/IT,D100000347,053-235-9002,053-235-9000,053-235-9007,053-235-9026,053-962-5846
강남영상미디어고등학교,특성화고,공립,인천광역시교육청,kangnam.icehs.kr,417841,인천광역시 강화군 길상면 강화남로,57,인천광역시,강화군,길상면,영상미디어,서비스/생활,E100000182,032-627-3020,032-627-3037,032-627-3023,032-627-3043,032-627-3075
계산공업고등학교,특성화고,공립,인천광역시교육청,iks.icehs.kr,407813,인천광역시 계양구 계산동 도두리로,47번길,인천광역시,계양구,계산동,식품생명과학과 / 컴퓨터정보전자과 / 스마트기계과 / 스마트설비과 / 전기제어과 / 스마트팩토리과 / 그린에너지시스템과,공업계/IT,E100000189,032-627-3160,032-627-3163,032-552-2034,032-627-3171,032-554-6077
문곡고등학교,특성화고,사립,인천광역시교육청,mg.icehs.kr,22675,인천광역시 서구 청마로 52,문곡고등학교,인천광역시,서구,청마로,세무회계과 / 베이커리카페과 / 국제무역과 / 디자인콘텐츠과,공업계/IT,E100000219,032-460-1701,032-460-1704,032-460-1770,032-460-1748,032-428-4529
문학정보고등학교,특성화고,공립,인천광역시교육청,munhak.icehs.kr/main.do,22238,인천광역시 미추홀구 소성로350번길 29,문학정보고등학교 (문학동),인천광역시,미추홀구,소성로350번길,플랫폼경영과 / 서비스마케팅과 / 소프트웨어개발과 / 웹툰시각디자인과,공업계/IT,E100000211,032-627-0771,032-627-0858,032-627-0809,032-627-9990,032-627-0780
부평공업고등학교,특성화고,공립,인천광역시교육청,pth.icehs.kr,21331,인천광역시 부평구 주부토로 194,부평공업고등학교,인천광역시,부평구,주부토로,자동화기계과 / 전기과 / 토목과 / 그린자동차과 / 정밀기계과 / 하이테크가공과 / 스마트건설과 / 스마트자동화과 / 공간정보디자인과 / 시스템안전관리과,공업계/IT,E100000218,032-627-0100,032-526-0731,032-627-0194,032-627-0155,032-627-0193
영종국제물류고등학교,특성화고,공립,인천광역시교육청,yjil.icehs.kr,400812,인천광역시 중구 운남동 운남서로10번길,1(인천시 중구 운남동 799),인천광역시,중구,운남동,국제물류과 / 국제관세과,상업계,E100000245,032-746-4400,032-746-4400,032-746-0030,032-627-3361,032-751-4167
영화국제관광고등학교,특성화고,사립,인천광역시교육청,younghwa.icehs.kr,401802,인천광역시 동구 창영동 우각로,39 영화국제관광고등학교,인천광역시,동구,창영동,외식조리과 / 호텔경영과 / 관광외국어과,상업계,E100000248,032-764-7920,032-764-7920,032-764-7920,032-627-6691,032-762-2856
인천금융고등학교,특성화고,사립,인천광역시교육청,finance.icehs.kr,21640,인천광역시 남동구 함박뫼로 438-10,인천금융고,인천광역시,남동구,함박뫼로,금융과 / 사무행정과 / 펫뷰티케어과 / 유아보육과 / 금융사무과 / 웹툰애니메이션과,상업계,E100000209,032-712-3900,032-712-3909,032-712-3901,032-712-3954,032-465-4327
인천기계공업고등학교,특성화고,공립,인천광역시교육청,ingigong.icehs.kr,402844,인천광역시 남구 주안동 한나루로,545,인천광역시,남구,주안동,도시건설정보과 / 건축디자인과 / 자동차테크과 / 메카트로닉스과 / 정밀기계과 / 전기과,공업계/IT,E100000261,032-860-0100,032-860-0123,032-860-0101,032-860-0194,032-860-0198
인천대중예술고등학교,특성화고,공립,인천광역시교육청,ipa.icehs.kr,22100,인천광역시 미추홀구 석정로 165,인천대중예술고등학교,인천광역시,미추홀구,석정로,연기예술과 / 드론영상과 / 실용무용과 / 실용음악 / 영상제작과,공업계/IT,E100000252,032-760-9100,032-764-7032,032-765-8327,032-760-9152,032-765-7673
인천디자인고등학교,특성화고,공립,인천광역시교육청,indigo.icehs.kr,404838,인천 서구 연희동,대평로56번길 10,인천광역시,서구,연희동,도예디자인과 / 건축디자인과 / 패션디자인과 / 제품디자인과 / 시각디자인과,공업계/IT,E100000264,032-560-1501,032-560-1610,032-560-1500,"032-560-1520, 1525, 1523",032-560-1529
인천미래생활고등학교,특성화고,공립,인천광역시교육청,icl.icehs.kr,403100,인천광역시 부평구 부개동 수변로,165,인천광역시,부평구,부개동,인테리어과 / 패션코디네이터과 / 바이오식품과 / 조리과 / 스마트디자인과,공업계/IT,E100000221,032-627-1600,032-627-1603,032-361-3697,032-627-1631,032-361-1775
인천바이오과학고등학교,특성화고,공립,인천광역시교육청,bio.icehs.kr,21915,인천광역시 연수구 용담로 12,청학동 455-1,인천광역시,연수구,용담로,전기과 / 자동화기계과 / 바이오화학과 / 스마트전자과 / 바이오제약과 / 스마트전기과 / 스마트자동화,공업계/IT,E100000292,032-899-1600,032-899-1700,032-817-0124,032-899-1640,032-821-8147
인천반도체고등학교,특성화고,공립,인천광역시교육청,isc.icehs.kr/,400130,인천광역시 중구 율목동,4-1 참외전로 192,인천광역시,중구,율목동,반도체소프트웨어과 / IT전자과 / IT응용과 / IT융합통신과 / IT 소프트웨어과 / 반도체장비과 / 반도체설계과 / 반도체공정과,공업계/IT,E100000277,032-770-0700,032-770-0720,032-770-7569,032-770-0786~0789,032-766-8230
인천보건고등학교,특성화고,사립,인천광역시교육청,ihealth.icehs.kr/,404823,인천 서구 석남3동,산10번지(서달로 58-16),인천광역시,서구,석남3동,보건간호과 / 보건의료서비스과 / 보건의료과,서비스/생활,E100000187,032-570-0101,032-455-0010,032-570-9000,032-455-0043,032-455-0052
인천뷰티예술고등학교,특성화고,공립,인천광역시교육청,ibas.icehs.kr,21973,인천광역시 연수구 원인재로 21,인천뷰티예술고등학교,인천광역시,연수구,원인재로,미용예술과 / 식품외식산업과 / 시각영상디자인과,서비스/생활,E100000271,032-627-3710,032-627-3726,032-627-3716,032-627-3760,032-627-3803
인천비즈니스고등학교,특성화고,공립,인천광역시교육청,ibg.icehs.kr,22115,인천광역시 미추홀구 장고개로 31,인천비즈니스고등학교,인천광역시,미추홀구,장고개로,항공서비스과 / 부사관경영과 / SNS마케팅과 / 콘텐츠디자인과,공업계/IT,E100000233,032-627-0480,032-627-0495,032-627-0482,032-627-0517,032-627-0566
인천산업정보학교[각종학교],특성화고,공립,인천광역시교육청,sanup.icesc.kr,22564,인천광역시 동구 금창로 31,인천산업정보학교,인천광역시,동구,금창로,호텔조리과 / 뷰티아트과 / 사진영상콘텐츠과 / 그래픽디자인과 / AI소프트웨어과 / 펫케어과,공업계/IT,E100000307,,032-765-5471,032-763-5473,032-627-2821,032-765-5473
인천생활과학고등학교,특성화고,공립,인천광역시교육청,ips.icehs.kr,21922,인천광역시 연수구 함박뫼로 103,인천생활과학고등학교,인천광역시,연수구,함박뫼로,패션스타일과 / 토탈미용과 / 조리과학과,서비스/생활,E100000267,032-820-6500,032-820-6521,032-820-6505,032-820-6592,032-820-6528
인천소방고등학교,특성화고,공립,인천광역시교육청,ifth.icehs.kr,22100,인천광역시 미추홀구 석정로 165,도화동 20-6,인천광역시,미추홀구,석정로,소방안전관리과 / 소방전기과 / 소방기계과 / 소방설비과,공업계/IT,E100000253,032-760-0100,032-760-0120,032-760-0102,032-760-0150~0153,032-760-0276
인천여자상업고등학교,특성화고,공립,인천광역시교육청,igc.icehs.kr,400070,인천광역시 중구 신생동 인중로,146,인천광역시,중구,신생동,회계금융과 / 경영사무과 / IT 크리에이터과 / 무역외국어과 / 글로벌비즈니스과 / 카페창업과,상업계,E100000273,032-627-2355,032-627-1485,032-627-1404,032-627-1444,032-761-2356
인천전자마이스터고등학교,마이스터고,공립,인천광역시교육청,intec.icehs.kr,22100,인천광역시 미추홀구 석정로 165,인천전자마이스터고등학교,인천광역시,미추홀구,석정로,전자제어과 / 정보통신과 / 전자회로과 / 인공지능전자과,공업계/IT,E100000276,032-620-8601,032-620-8625,032-764-7021,032-620-8623,032-764-7079
인천중앙여자고등학교,특성화고,사립,인천광역시교육청,ija.icehs.kr,400140,인천광역시 중구 도원동 샛골로,31 인천중앙여자고등학교,인천광역시,중구,도원동,세무회계과 / 금융회계과 / 항공경영과 / 콘텐츠디자인과 / IT금융세무과,공업계/IT,E100000279,032-882-0955,032-883-8748,032-883-8735,032-883-8734,032-885-8726
인천해사고등학교,마이스터고,국립,인천광역시교육청,inm.icehs.kr/,22304,인천광역시 중구 월미로 338,(북성동1가,인천광역시,중구,월미로,기관과 / 항해과,기타,A000003549,032-770-1001,032-770-1000,032-770-1082,032-770-1039,032-770-1045
인천해양과학고등학교,특성화고,공립,인천광역시교육청,mars.icehs.kr,21956,인천광역시 연수구 능허대로 71,인천해양과학고등학교,인천광역시,연수구,능허대로,해양생명과학과 / 스마트융합공조과 / 기관시스템과 / 식품외식산업과 / 항해사관과 / 해양경찰과(파일럿) / 해양경찰과(엔지니어) / 해군부사관과 / 아쿠아반려동물과,서비스/생활,E100000283,032-832-4657,032-832-4654,032-627-7740,032-627-6886,032-831-5470
인평자동차고등학교,특성화고,사립,인천광역시교육청,inpyung.icehs.kr,21373,인천광역시 부평구 화랑로 111,(산곡동),인천광역시,부평구,화랑로,에코자동차과 / 자동차과 / 자동차IT과 / AI소프트웨어과 / 자동차바디튜닝과,공업계/IT,E100000284,032-517-0723,032-517-0721(대표),,,032-517-0728
재능고등학교,특성화고,사립,인천광역시교육청,jn.icehs.kr,401070,인천광역시 동구 송림동,재능고등학교,인천광역시,동구,송림동,스마트전기과 / 스마트통신과 / 스마트전자과 / 차세대반도체과 / AI로봇과 / AI헬스케어과,공업계/IT,E100000201,032-890-7601,032-890-7650,032-890-7691,032-890-7650,032-764-1170
정석항공과학고등학교,특성화고,사립,인천광역시교육청,jungseok.icehs.kr,22212,인천광역시 미추홀구 인하로 100,정석항공과학고등학교,인천광역시,미추홀구,인하로,항공전자제어과 / 항공기계과 / 항공정비과 / 항공전자과 / 항공MRO과 / 항공전기전자과,공업계/IT,E100000288,032-720-6500,032-720-6512,032-867-6242,032-720-6543,032-874-1171
한국글로벌셰프고등학교,특성화고,사립,인천광역시교육청,kgch.icehs.kr,23018,인천광역시 강화군 내가면 강화서로 184,한국글로벌셰프고등학교,인천광역시,강화군,내가면,조리과학과,서비스/생활,E100000225,,032-932-5901,032-932-5903,,032-932-5902
한국주얼리고등학교,특성화고,사립,인천광역시교육청,koreajewelry.icehs.kr,404140,인천광역시 서구 백석동 서곶로,693-1(백석동 산 40-3),인천광역시,서구,백석동,주얼리디자인,서비스/생활,E100000295,032-627-3890,032-562-7955,032-561-0146,032-627-3922,032-561-0140
광주공업고등학교,특성화고,공립,광주광역시교육청,gt.gen.hs.kr/,61062,광주광역시 북구 설죽로315번길 14,광주공업고등학교,광주광역시,북구,설죽로315번길,건축과 / 전기과 / 전자과 / 스마트기계과 / 자동화기계과 / 에너지설비과 / 도시공간정보 / AI반도체과 / 건축인테리어과 / 발전설비과 / 스마트건설과,공업계/IT,F100000097,062-570-2801,062-570-2805,062-570-2900,062-570-2849,062-570-2819
광주소프트웨어마이스터고등학교,마이스터고,공립,광주광역시교육청,gsm.gen.hs.kr,62423,광주광역시 광산구 상무대로 312,(송정동),광주광역시,광산구,상무대로,SW개발과 / 스마트IoT과 / 인공지능과,공업계/IT,F100000120,062-949-6801,062-949-6800,062-949-6806,062-949-6879,062-949-6819
광주여자상업고등학교,특성화고,사립,광주광역시교육청,ggc.gen.hs.kr,61737,광주광역시 남구 서문대로627번길 20,광주여자상업고등학교,광주광역시,남구,서문대로627번길,글로벌비즈니스과 / 공통과 / 스마트재산경영과 / 스마트금융과,상업계,F100000114,062-670-4701,062-670-4711,062-670-4533,062-670-4761,062-670-4778
광주자동화설비마이스터고등학교,마이스터고,공립,광주광역시교육청,gat.gen.hs.kr,62375,광주광역시 광산구 사암로92번길 136-26,(우산동 1084),광주광역시,광산구,사암로92번길,자동화설비과,공업계/IT,F100000122,062-949-0510,062-949-0520,062-949-0500,062-949-0533,062-949-0570
광주자연과학고등학교,특성화고,공립,광주광역시교육청,kns.gen.hs.kr,500836,광주광역시 북구 오치동 능안로,30 광주자연과학고등학교,광주광역시,북구,오치동,식물과학과 / 식품과학과 / 조리과학과 / 애완동물과,서비스/생활,F100000119,062-260-3610,062-260-3700,062-260-3601,062-260-3762,062-261-6317
광주전자공업고등학교,특성화고,공립,광주광역시교육청,get.gen.hs.kr,506824,광주 광산구 월계동,(첨단 중앙로 7),광주광역시,광산구,월계동,자동차과 / 전자통신과 / 디자인과 / 전기과 / 에너지환경과 / 로봇자동화과,공업계/IT,F100000121,062-970-0501,062-970-0505,062-970-0500,062-970-0586,062-972-0845
금파공업고등학교,특성화고,사립,광주광역시교육청,kumpa.gen.hs.kr/,61115,광주광역시 북구 금호로 80,금파공업고등학교,광주광역시,북구,금호로,IoT전기과 / 공통과 / 바이오메디컬과 / 항공기계과 / 제과제빵화공과,공업계/IT,F100000129,062-605-6101,062-605-6110,062-605-6171,062-605-6155,062-605-6192
동일미래과학고등학교,특성화고,사립,광주광역시교육청,k-dongil.gen.hs.kr,61680,광주광역시 남구 천변좌로604번길 12,동일미래과학고등학교,광주광역시,남구,천변좌로604번길,토탈뷰티과 / 스마트팩토리 / 뷰티디자인과,서비스/생활,F100000137,062-650-6211,062)650-6200,062)650-6355,062-650-6231,062-650-6288
서진여자고등학교,일반고(종합고),사립,광주광역시교육청,seojin.gen.hs.kr,61699,광주광역시 남구 서문대로742번길 20,서진여자고등학교,광주광역시,남구,서문대로742번길,간호과 / 시각디자인과 / 생활체육과,서비스/생활,F100000146,062-610-1680,062-610-1654,062-610-1607,062-610-1654,062-672-1240
송원여자상업고등학교,특성화고,사립,광주광역시교육청,songwon-gc.gen.hs.kr,61756,광주광역시 남구 송암로 73,(송하동 365),광주광역시,남구,송암로,스마트경영과 / 스킨테라피과 / 메디컬복지과 / 영상미디어과,상업계,F100001096,062-570-6401,062-570-6412,062-570-6403~4,062-570-6449,062-570-6448
숭의과학기술고등학교,특성화고,사립,광주광역시교육청,sst.gen.hs.kr,61679,광주광역시 남구 오방로 34-13,숭의과학기술고등학교,광주광역시,남구,오방로,자동차과 / 건축인테리어과 / 스마트드론전자과 / 부사관과 / 전기과 / 조리제빵과 / 웹툰애니메이션,공업계/IT,F100000154,062-606-5801,062-606-5820,062-606-5810,062-606-5858,062-672-9153
전남공업고등학교,특성화고,공립,광주광역시교육청,kiram.gen.hs.kr,62252,광주광역시 광산구 왕버들로322번길 26,전남공업고등학교,광주광역시,광산구,왕버들로322번길,건축과 / 기계과 / 전기과 / 드론공간정보과 / 화장품의약과 / 카페베이커리과,공업계/IT,F100000156,062-603-1209,603-1201,603-1200,062-603-1260,062-603-1215
전남여자상업고등학교,특성화고,사립,광주광역시교육청,cgch.org,500825,광주 북구 삼각동,479-1번지,광주광역시,북구,삼각동,글로벌경영과 / 글로벌금융과 / 공통과정 / 콘텐츠창업과 / 영상콘텐츠과 / 디자인콘텐츠과,공업계/IT,F100000163,062-570-8700,062-570-8708,062-570-8708,062-570-8658,062-573-8804
계룡디지텍고등학교,특성화고,사립,대전광역시교육청,krdhs.djsch.kr,300812,대전광역시 동구 삼성동 소랑길,64,대전광역시,동구,삼성동,정보통신과 / 전자과 / 스마트 소프트웨어과 / 스마트 제어과 / 소프트웨어과 / 게임콘텐츠과 / 게임미디어과 / 자동화설비과 / 전기과,공업계/IT,G100000165,042-630-6002,630-6004~5,042-630-6000,042-630-6063,042-627-7374
대덕소프트웨어마이스터고등학교,마이스터고,공립,대전광역시교육청,dsmhs.djsch.kr,34111,대전광역시 유성구 가정북로 76,장동 23-9,대전광역시,유성구,가정북로,마이스터공통 / SW개발과 / 임베디드SW과 / 인공지능SW과,공업계/IT,G100000170,042-866-8000,042-866-8811,042-866-8881,042-866-8843,042-866-8844
대전국제통상고등학교,특성화고,공립,대전광역시교육청,dimhs.djsch.kr,301812,대전광역시 중구 문화동 서문로,47,대전광역시,중구,문화동,국제통상과 / 생활과학과 / 상업정보과 / 사무행정과 / 크리에이터과,공업계/IT,G100000198,042-580-2501,042-580-2503,042-580-2585,"042-580-2541,583-8570",042-585-8272
대전대성여자고등학교,특성화고,사립,대전광역시교육청,dsghs.djsch.kr,300804,대전 동구 가양1동,309,대전광역시,동구,가양1동,보건간호과 / 경영회계과 / 미디어디자인과 / 외식조리과 / 뷰티디자인과 / 반려동물산업경영과,상업계,G100000173,042-670-2001,,,042-670-2099,042-672-4888
대전도시과학고등학교,특성화고,공립,대전광역시교육청,dushs.djsch.kr/,305809,대전광역시 유성구 원내동 진잠로42번길,35 대전도시과학고등학교,대전광역시,유성구,원내동,전기과 / 스마트기계과 / 친환경자동차과 / 스마트전자과 / 드론지형정보과 / 건축리모델링과 / 파티시에과 / 모빌리티과,공업계/IT,G100000176,042-540-2101,042-540-2114,042-540-2100,042-540-2138,042-544-0258
대전생활과학고등학교,특성화고,사립,대전광역시교육청,djpshs.djsch.kr,306819,대전광역시 대덕구 오정동 동산초교로63번길,12,대전광역시,대덕구,오정동,바이오케미컬과 / 토털뷰티과 / 조리제빵과 / 철도건축시설과 / 철도전기신호과 / 바이오제약과 / 바이오뷰티테크과,공업계/IT,G100000164,042-629-1301,042-629-1315~9,042-629-1351,042-621-3608,042-636-3607
대전신일여자고등학교,특성화고,사립,대전광역시교육청,shinilhs.djsch.kr/main.do,35058,대전광역시 중구 부사로 48,",",대전광역시,중구,부사로,만화예술과 / 디자인과 / 미디어예술과 / 스토어마케팅과 / 스마트금융과 / 문화콘텐츠계열 / 카페베이커리과 / 지식경영과 / 패션마케팅과,공업계/IT,G100000193,042-250-8601,042-250-8612,042-250-8603,042-250-8650,042-257-4578
대전여자상업고등학교,특성화고,사립,대전광역시교육청,aramhs.djsch.kr/,301823,대전광역시 중구 선화동 대종로550번길,31,대전광역시,중구,선화동,IT콘텐츠과 / 스마트경영과,공업계/IT,G100000197,042-250-8301,042-250-8311,042-250-8310,042-250-8375,042-255-8319
대전전자디자인고등학교,특성화고,공립,대전광역시교육청,djedhs.djsch.kr,305348,대전 유성구 화암동,174(유성구 대덕대로 939),대전광역시,유성구,화암동,광고영상디자인과 / 컴퓨터응용기계과 / 제과제빵과 / 토탈미용과 / 부사관과 / 드론전자과 / 스마트기계과 / 콘텐츠디자인과,공업계/IT,G100000201,042-611-8300,042-611-8310,042-611-8302,042-611-8384,042-864-1328
동아마이스터고등학교,마이스터고,사립,대전광역시교육청,dongahs.djsch.kr,300829,대전 동구 자양동,충정로 97호(구 자양동 2번지) 동아마이스터고등학교,대전광역시,동구,자양동,기계과 / 전기전자제어과 / 스마트자동화시스템과,공업계/IT,G100000183,042-620-1165,042-620-1114,042-620-1111,042-620-1185,042-620-1198
유성생명과학고등학교,특성화고,공립,대전광역시교육청,ysbsths.djsch.kr,305800,대전광역시 유성구 구암동 월드컵대로,270,대전광역시,유성구,구암동,"생명과학과 / 토탈미용과 / 자동차, 건설정보과 / 보건간호과 / 스마트원예화훼장식과 / 바이오제약생명과 / 조리제빵과 / 반려동물과 / 건설정보과 / 자동차·건설기계과",공업계/IT,G100000228,042-539-5801,042-539-5815,042-539-5800,042-539-5796~8,042-822-7066
충남기계공업고등학교,특성화고,공립,대전광역시교육청,chungnam-mhhs.djsch.kr/,34999,대전광역시 중구 산성로 154,충남기계공업고등학교,대전광역시,중구,산성로,산업설비과 / 기계설계과 / 전기과 / 스마트팩토리과 / 스마트융합기계 / 철도차량과 / 스마트시티과 / 디지털설비과 / 방산설비과 / AI로봇운용 / 방산장비설계과 / 방산건설과,공업계/IT,G100000234,042-580-2100,042-580-2200,042-580-2120,042-580-2140,042-580-2193
울산공업고등학교,특성화고,공립,울산광역시교육청,ust.hs.kr,44689,울산광역시 남구 중앙로204번길 49,(신정동),울산광역시,남구,중앙로204번길,자동화기계과 / 전기과 / 전자통신과 / 화공과 / 토목과 / 스마트전기전자 / 화공에너지 / 스마트건설 / 건축디자인,공업계/IT,H100000099,052-257-0615,052-257-0615,052-261-4051,070-7791-9205,052-267-9963
울산기술공업고등학교,특성화고,사립,울산광역시교육청,ue.hs.kr,689893,울산광역시 울주군 온산읍 덕망로,54,울산광역시,울주군,온산읍,융합디자인과 / 산업경영과 / 전기과 / 산업설비기계과 / 드론공간정보과,공업계/IT,H100000096,052-237-4004,052-237-4002,052-237-4000,052-237-4002,052-238-4455
울산마이스터고등학교,마이스터고,공립,울산광역시교육청,school.use.go.kr/ulsanmeister-h/M01/,683360,울산광역시 북구 효문동 율동6길,7,울산광역시,북구,효문동,산업설비과 / 전기시스템제어과 / 정밀기계과 / 자동화시스템과,공업계/IT,H100000110,052-702-2000,052-702-2012,052-702-2006,052-702-2033(취업지원부),052-288-1714
울산미용예술고등학교,특성화고,공립,울산광역시교육청,uba.hs.kr,44965,울산광역시 울주군 웅촌면 학교길 26,울산미용예술고등학교,울산광역시,울주군,웅촌면,미용예술과,서비스/생활,H100000105,052-259-9550,052-225-6491~5,052-225-0005,052-259-9539,052-225-8730
울산산업고등학교,특성화고,공립,울산광역시교육청,www.usup.hs.kr,44951,울산광역시 울주군 삼남읍 반구대로 675,.,울산광역시,울주군,삼남읍,보건간호과 / 식품가공과 / 반려동물과 / 원예디자인과 / 그린스마트팜과,서비스/생활,H100000727,052-262-5611,052-262-0171,052-262-0452,052-985-9359,052-985-1876
울산상업고등학교,특성화고,공립,울산광역시교육청,school.use.go.kr/ulsan-h/M01/,44933,울산광역시 울주군 범서읍 장검길 11,울산상업고등학교,울산광역시,울주군,범서읍,상공경영과 / 물류경영과 / 군사경영과,상업계,H100000103,052-277-2437,052-277-1812,052-277-1811,052-901-5891,052-277-7091
울산생활과학고등학교,특성화고,공립,울산광역시교육청,uvhe.hs.kr,44054,울산광역시 동구 학문로 70,울산생활과학고등학교 (화정동),울산광역시,동구,학문로,조리과 / 보건간호과 / 사무행정과,상업계,H100000104,052-236-9121,052-235-9661,052-236-9122,052-705-9051,052-236-9123
울산애니원고등학교,특성화고,공립,울산광역시교육청,anione.hs.kr,44417,울산광역시 중구 성안11길 21,울산애니원고등학교,울산광역시,중구,성안11길,컴퓨터게임개발과 / 창작만화과 / 애니메이션과,공업계/IT,H100000530,052-248-4031,052-248-4029,052-248-4030,052-977-4006,052-248-4034
울산에너지고등학교,마이스터고,공립,울산광역시교육청,www.usenergy.hs.kr,44240,울산광역시 북구 화동2길 28,울산에너지고등헉교,울산광역시,북구,화동2길,전기에너지과 / 신재생에너지과,공업계/IT,H100000115,052-288-8255,052-289-4197,052-288-8256,052-287-0168,052-289-4196
울산여자상업고등학교,특성화고,공립,울산광역시교육청,ulsangch.hs.kr,44742,울산광역시 남구 두왕로 304,(신정동),울산광역시,남구,두왕로,회계사무과 / 금융사무과 / 관광경영과,상업계,H100000107,052-275-2147,052-925-3662,052-268-0691,052-925-3720,052-260-2335
현대공업고등학교,마이스터고,사립,울산광역시교육청,hit.hs.kr,44032,울산광역시 동구 미포로 122,현대공업고등학교,울산광역시,동구,미포로,정밀기계과 / 산업설비과 / 전기제어과,공업계/IT,H100000123,052-250-0365,052-250-0300,052-250-0324,052-250-0330,052-209-2675
세종미래고등학교,특성화고,공립,세종특별자치시교육청,sjmirae.sjeduhs.kr,30073,세종특별자치시 부강면 문곡달미길 6,(문곡리 997-1),세종특별자치시,,부강면,베이커리카페과 / 로보트로닉스과 / 스마트기계과 / 바이오화학과,공업계/IT,I100000072,044-715-7800,044-275-4091,044-715-7880,044-715-7837,044-864-9643
세종여자고등학교,일반고(종합고),공립,세종특별자치시교육청,sjghs.sjeduhs.kr,30019,세종특별자치시 조치원읍 봉산로 16,(서창리 167),세종특별자치시,,조치원읍,경영사무과 / e-비즈니스과,상업계,I100000069,044-862-1081,070-4600-5555,044-862-1082,070-4600-5555,044-863-1086
세종장영실고등학교,특성화고,공립,세종특별자치시교육청,sejongjys.sjeduhs.kr/index.do?sso=ok,30079,세종특별자치시 금남면 금남구즉로 196,(호탄리 53-4),세종특별자치시,,금남면,IT콘텐츠과 / 보건간호과 / 뷰티미용과 / 외식조리과,공업계/IT,I100000223,044-902-2801,044-902-2800,044-902-2803,044-902-2833,044-902-2830
가온고등학교,일반고(종합고),사립,경기도교육청,gaon-h.goean.kr/gaon-h/main.do,17596,경기도 안성시 샛터길 46,가온고등학교,경기도,안성시,샛터길,디지털미디어과,서비스/생활,J100000689,070-4865-7101,070-4865-7159,031-674-5022,070-4865-7136,031-675-5022
경기게임마이스터고등학교,마이스터고,공립,경기도교육청,ggm-h.goeay.kr,431811,경기도 안양시 동안구 비산동 학의로,70,경기도,안양시 동안구,비산동,게임개발과,공업계/IT,J100000476,031-428-5500,031-428-5496,031-428-5402,031-428-5410,031-382-6335
경기경영고등학교,특성화고,사립,경기도교육청,goebc.kr,14747,경기도 부천시 심곡로 100,경기경영고등학교,경기도,부천시,심곡로,뷰티미용과 / 조리디저트과 / 콘텐츠크리에이터과 / 웹툰크리에이터과 / 패션코디네이터과,공업계/IT,J100000790,032-613-7464,032-655-4022,032-652-1701,032-613-2876,032-6563972
경기관광고등학교,특성화고,사립,경기도교육청,gtour.hs.kr,12610,경기도 여주시 대신면 여양로 1416,경기관광고등학교,경기도,여주시,대신면,관광경영과 / 관광외국어과 / 호텔조리과 / 카페베이커리과 / 항공호텔서비스과 / 크리에이트창업과,공업계/IT,J100000811,031-882-9195,031-882-9196,031-882-2250,070-4066-0723,070-7166-8874
경기국제통상고등학교,특성화고,공립,경기도교육청,git-h.goebc.kr,14583,경기도 부천시 석천로 141,경기국제통상고등학교,경기도,부천시,석천로,스마트경영과 / 국제관광경영과 / 국제회계정보과 / 스마트 물류 플랫폼과,공업계/IT,J100000577,032-320-6200,032-320-6211,032-320-6208,"032-320-0800,0807",032-324-7393
경기모바일과학고등학교,특성화고,공립,경기도교육청,gms-h.goeas.kr,15521,경기도 안산시 상록구 남산평길 35,(팔곡일동 253),경기도,안산시 상록구,남산평길,행정사무과 / 모바일IT과 / 시각미디어디자인과 / 크리에이터창업과,상업계,J100000558,031-400-6701,031-400-6711,031-400-6700,031-400-6766,031-437-0214
경기물류고등학교,특성화고,공립,경기도교육청,ggl-h.goept.kr,17936,경기도 평택시 안중읍 안현로 403,경기물류고등학교 산학협력부,경기도,평택시,안중읍,국제물류과 / 국제경영과 / 융합소프트웨어과,공업계/IT,J100000699,031-650-9901,031-650-9911,031-650-9905,031-650-9931,031-681-2201
경기스마트고등학교,특성화고,공립,경기도교육청,sh-smart-hs.nitroeye.co.kr/,429856,경기도 시흥시 정왕동 정왕천로,404,경기도,시흥시,정왕동,컴퓨터응용기계과 / 스마트전기과 / 기계산업설계과 / 뷰티아트과,공업계/IT,J100000660,070-8708-2100,070-8708-2117,070-8708-2105,070-8708-2137,031-433-8131
경기영상과학고등학교,특성화고,공립,경기도교육청,gmsh-h.goegy.kr,411848,경기도 고양시 일산서구 주엽동 강선로,8 경기영상과학고등학교 본관동,경기도,고양시 일산서구,주엽동,방송무대디자인과 / 방송미디어과 / 방송촬영조명과 / 방송영상연출과 / 스마트영상통신과 / 공간연출디자인과 / 영상커뮤니케이션과,공업계/IT,J100000798,031-910-1401,031-910-1410,031-919-1160,031-910-8730,031-910-8785
경기자동차과학고등학교,특성화고,사립,경기도교육청,ghas.hs.kr,14933,경기도 시흥시 금오로 103,경기자동차과학고등학교,경기도,시흥시,금오로,자동차과 / 자동차디자인과 / 미래자동차과,공업계/IT,J100000859,031-310-9002,031-310-9010,031-310-9090,031-310-9020,031-315-5104
